Winner for lottery draw 0: [pid: 30, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.028000ms.
Winner for lottery draw 2138: [pid: 33, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2139: [pid: 366, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2140: [pid: 135, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2141: [pid: 1584, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2142: [pid: 1771, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2143: [pid: 4163, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2144: [pid: 6854, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2145: [pid: 15, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2146: [pid: 248, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2147: [pid: 400, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2148: [pid: 143, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2149: [pid: 776, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2150: [pid: 1604, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2151: [pid: 1631, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2152: [pid: 471, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2153: [pid: 1375, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2154: [pid: 471, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2155: [pid: 1666, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2156: [pid: 1405, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2157: [pid: 34, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2158: [pid: 243, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2159: [pid: 8376, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.002000ms.
Winner for lottery draw 2160: [pid: 3, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2161: [pid: 245, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2162: [pid: 244, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2163: [pid: 243, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2164: [pid: 141, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2165: [pid: 9, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.002000ms.
Winner for lottery draw 2166: [pid: 1916, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2167: [pid: 11, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2168: [pid: 403, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2169: [pid: 1746, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2170: [pid: 8888, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2171: [pid: 151, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2172: [pid: 38, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2173: [pid: 1529, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2174: [pid: 1900, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2175: [pid: 944, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2176: [pid: 20, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2177: [pid: 353, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2178: [pid: 366, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2179: [pid: 1818, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.018000ms.
Winner for lottery draw 2180: [pid: 400, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2181: [pid: 811, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2182: [pid: 7630, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2183: [pid: 471, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2184: [pid: 285, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2185: [pid: 3845, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2186: [pid: 21, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2187: [pid: 758, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2188: [pid: 191, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2189: [pid: 776, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2190: [pid: 136, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2191: [pid: 7224, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2192: [pid: 1583, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2193: [pid: 1581, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2194: [pid: 3, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2195: [pid: 1060, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2196: [pid: 445, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2197: [pid: 1508, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2198: [pid: 3, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.002000ms.
Winner for lottery draw 2199: [pid: 136, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2200: [pid: 18, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.002000ms.
Winner for lottery draw 2201: [pid: 1490, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2202: [pid: 1419, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2203: [pid: 32, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2204: [pid: 26, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2205: [pid: 1058, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2206: [pid: 1790, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2207: [pid: 4173, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2208: [pid: 1508, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2209: [pid: 409, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2210: [pid: 282, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2211: [pid: 244, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2212: [pid: 1702, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2213: [pid: 244, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2214: [pid: 787, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2215: [pid: 3663, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2216: [pid: 12, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2217: [pid: 4, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2218: [pid: 1534, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2219: [pid: 39, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2220: [pid: 1402, nice: -11, tickets: 77, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2221: [pid: 143, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2222: [pid: 715, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2223: [pid: 1582, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2224: [pid: 166, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2225: [pid: 922, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2226: [pid: 136, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2227: [pid: 1508, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2228: [pid: 2074, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2229: [pid: 943, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2230: [pid: 39, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.002000ms.
Winner for lottery draw 2231: [pid: 251, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2232: [pid: 191, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2233: [pid: 400, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2234: [pid: 39, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.002000ms.
Winner for lottery draw 2235: [pid: 1699, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2236: [pid: 251, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2237: [pid: 944, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2238: [pid: 429, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2239: [pid: 397, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2240: [pid: 403, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2241: [pid: 244, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2242: [pid: 153, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2243: [pid: 7785, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2244: [pid: 1116, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2245: [pid: 804, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2246: [pid: 41, nice: 5, tickets: 37, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2247: [pid: 943, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2248: [pid: 4199, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2249: [pid: 20, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2250: [pid: 761, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2251: [pid: 173, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2252: [pid: 1408, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2253: [pid: 1551, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2254: [pid: 1881, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2255: [pid: 2074, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2256: [pid: 915, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2257: [pid: 2084, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2258: [pid: 2081, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2259: [pid: 140, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2260: [pid: 1550, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2261: [pid: 1551, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2262: [pid: 26, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2263: [pid: 1813, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2264: [pid: 714, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2265: [pid: 7630, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2266: [pid: 250, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2267: [pid: 33, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2268: [pid: 1880, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2269: [pid: 429, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2270: [pid: 8895, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2271: [pid: 1671, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2272: [pid: 6965, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2273: [pid: 1285, nice: 1, tickets: 47, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2274: [pid: 403, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2275: [pid: 1490, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.018000ms.
Winner for lottery draw 2276: [pid: 915, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2277: [pid: 1333, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2278: [pid: 1623, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2279: [pid: 445, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2280: [pid: 399, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2281: [pid: 1771, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2282: [pid: 139, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2283: [pid: 1649, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2284: [pid: 382, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2285: [pid: 881, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2286: [pid: 153, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2287: [pid: 399, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2288: [pid: 142, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2289: [pid: 1508, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2290: [pid: 1116, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2291: [pid: 1377, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2292: [pid: 1681, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2293: [pid: 800, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2294: [pid: 1405, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2295: [pid: 1877, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2296: [pid: 426, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2297: [pid: 3663, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2298: [pid: 354, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2299: [pid: 354, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2300: [pid: 178, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2301: [pid: 242, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 2302: [pid: 1746, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2303: [pid: 13, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2304: [pid: 14, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2305: [pid: 1818, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2306: [pid: 3845, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2307: [pid: 23, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 2308: [pid: 152, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2309: [pid: 34, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 2310: [pid: 137, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
